task_id,global_sample_id,split,data_origin,domain,dashboard_id,chart_count,chart_types,instruction_type,num_operations,operations,propagation_scope,instruction,code_exists,pred_image_exists,pred_image_status,render_status,render_returncode,code_executability,code_quality,explicit_relation_label_available,overall_score,low_level_edit_accuracy,high_level_score,relation_conditioned_fidelity,multi_chart_relation_accuracy,relation_scope_f1,relation_scope_accuracy,relation_expected_edit_fidelity,relation_nonaffected_preservation,relation_label_visual_coverage,relation_labeled_endpoint_count,visual_structural_similarity,preservation_accuracy,full_ssim,noop_full_ssim,full_ssim_improvement,full_mse,full_mae,edit_visual_score,noop_edit_mse,pred_edit_mse,preserve_mae,preserve_changed_pixel_rate,affected_chart_f1,affected_chart_precision,affected_chart_recall,reference_affected_cells,predicted_affected_cells,matched_affected_cells,affected_region_similarity,reference_affected_chart_ids_json,predicted_affected_chart_ids_json,relation_edge_consistency,relation_edge_action_accuracy,relation_edge_endpoint_accuracy,relation_edge_check_count,relation_node_fidelities_json,relation_metric_applicable,layout_id,canvas_aspect_score,metric_width,metric_height,target_changed_pixel_rate,operation_count,counterfactual_operation_count,scorable_edit_operation_count,counterfactual_coverage,operation_scores_json,charteditor_full_rarm,charteditor_edit_rarm,charteditor_full_layout,charteditor_full_text,charteditor_edit_layout,charteditor_edit_text
synthetic_sample_920763,synthetic/sample_920763,synthetic,synthetic_relation_augmented_qc,research_lab,dashboard_aug_0408,2,violin;pie,multi_chart_relation,3,modify_color;preserve_data_values;preserve_unrelated_charts,relation_augmented,"Highlight East in red in every subplot where the label appears, but do not change any plotted values or labels in the other subplots.",1,1,3567x1770,ok,0,1.0,1.0,1,0.5364439413735946,0.6057362241375578,0.4991327121929991,0.6669381181645001,0.6669381181645001,0.6666666666666666,0.6669381181645001,0.6057362241375578,0.7343236804008484,1.0,1,0.10068486020396859,0.6491037173239805,0.5593910712102836,0.9996854714109878,0.0,4345.0625,33.18009948730469,0.6057362241375578,15020.7353515625,5922.1318359375,33.032928466796875,0.2800777578398701,0.6666666666666666,0.5,1.0,1,2,1,0.6057362241375578,"[""chart_2""]","[""chart_1"", ""chart_2""]",0.6669381181645001,1.0,0.670029952269203,1,"{""chart_1"": 0.7343236804008484, ""chart_2"": 0.6057362241375578}",1,regular_grid,0.2770316412541968,512,184,0.006199048913043478,3,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""modify_color"", ""score"": 0.6057362241375578, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.006199048913043478, ""counterfactual_noop_mse"": 15020.7353515625, ""prediction_mse"": 5922.1318359375}, {""operation_index"": 2, ""operation"": ""preserve_data_values"", ""score"": 0.6491037173239805, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6491037173239805, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920234,synthetic/sample_920234,synthetic,synthetic_relation_augmented_qc,semiconductor_supply,dashboard_aug_0319,2,bar;density,multi_chart_relation,2,add_reference_line;preserve_unrelated_charts,relation_augmented,"Add a purple dashed Reference mean line to every related subplot that has a standard numeric y-axis, and do not add it to maps, pies, sankey, radar, treemap, or distribution-only views.",1,1,3567x1468,ok,0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.7049530744552612,1.0,1,0.0,0.6472153699279766,0.44495901011312894,0.981727356578414,0.0,3374.980712890625,30.149356842041016,0.0,6224.51318359375,7654.30810546875,29.927814483642578,0.3035685709713554,0.6666666666666666,0.5,1.0,1,2,1,0.0,"[""chart_1""]","[""chart_1"", ""chart_2""]",0.0,0.0,0.3524765372276306,1,"{""chart_1"": 0.0, ""chart_2"": 0.7049530744552612}",1,regular_grid,0.5854882962964378,512,184,0.005020805027173913,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""add_reference_line"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.005020805027173913, ""counterfactual_noop_mse"": 6224.51318359375, ""prediction_mse"": 7654.30810546875}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6472153699279766, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920143,synthetic/sample_920143,synthetic,synthetic_relation_augmented_qc,sports_performance,dashboard_aug_0304,2,pie;contour_density,multi_chart_relation,3,modify_color;preserve_data_values;preserve_unrelated_charts,relation_augmented,"Highlight Metro in red in every subplot where the label appears, but do not change any plotted values or labels in the other subplots.",1,1,3481x1768,ok,0,1.0,1.0,1,0.1611938338667566,0.14282992425828858,0.1710820928867009,0.14177632625876774,0.14177632625876774,0.6666666666666666,0.14177632625876774,0.14282992425828858,0.14073050022125244,1.0,1,0.021630547379560005,0.35823563421543336,0.4137953683451348,0.99990282622428,0.0,6859.53173828125,51.744022369384766,0.14282992425828858,15156.103515625,12991.3583984375,51.07463836669922,0.5747885692009486,0.6666666666666666,0.5,1.0,1,2,1,0.14282992425828858,"[""chart_1""]","[""chart_1"", ""chart_2""]",0.14177632625876774,0.0,0.1417802122397705,1,"{""chart_1"": 0.14282992425828858, ""chart_2"": 0.14073050022125244}",1,regular_grid,0.252404476768282,512,184,0.019754161005434784,3,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""modify_color"", ""score"": 0.14282992425828858, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.019754161005434784, ""counterfactual_noop_mse"": 15156.103515625, ""prediction_mse"": 12991.3583984375}, {""operation_index"": 2, ""operation"": ""preserve_data_values"", ""score"": 0.35823563421543336, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.35823563421543336, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920082,synthetic/sample_920082,synthetic,synthetic_relation_augmented_qc,supply_chain,dashboard_aug_0294,2,dual_axis_line_bar;scatter,multi_chart_relation,3,modify_color;preserve_data_values;preserve_unrelated_charts,relation_augmented,"Highlight priority in red in every subplot where the label appears, but do not change any plotted values or labels in the other subplots.",1,1,4167x1768,ok,0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.4789813756942749,1.0,1,0.0,0.6073597843369494,0.2696380656079228,0.999808252453354,0.0,2098.329345703125,25.74080467224121,0.0,8038.2568359375,11112.7919921875,25.09068489074707,0.3928966146252481,0.6666666666666666,0.5,1.0,1,2,1,0.0,"[""chart_2""]","[""chart_1"", ""chart_2""]",0.0,0.0,0.23949068784713745,1,"{""chart_1"": 0.4789813756942749, ""chart_2"": 0.0}",1,regular_grid,0.51829254511563,512,184,0.010752802309782608,3,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""modify_color"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.010752802309782608, ""counterfactual_noop_mse"": 8038.2568359375, ""prediction_mse"": 11112.7919921875}, {""operation_index"": 2, ""operation"": ""preserve_data_values"", ""score"": 0.6073597843369494, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6073597843369494, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920394,synthetic/sample_920394,synthetic,synthetic_relation_augmented_qc,nonprofit_programs,dashboard_aug_0346,3,box;density;waterfall,multi_chart_relation,2,add_reference_line;preserve_unrelated_charts,relation_augmented,"Add a purple dashed Reference mean line to every related subplot that has a standard numeric y-axis, and do not add it to maps, pies, sankey, radar, treemap, or distribution-only views.",1,0,missing,failed,1,0.0,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,1,,,,,,,,,,[],,,,,,
synthetic_sample_920980,synthetic/sample_920980,synthetic,synthetic_relation_augmented_qc,research_lab,dashboard_aug_0444,2,waterfall;sankey,multi_chart_relation,3,modify_color;preserve_data_values;preserve_unrelated_charts,relation_augmented,"Highlight South in red in every subplot where the label appears, but do not change any plotted values or labels in the other subplots.",1,1,3578x1468,ok,0,1.0,1.0,1,0.3162841736297583,0.18644614162388812,0.3861969600944576,0.36117920679085735,0.36117920679085735,0.6666666666666666,0.36117920679085735,0.18644614162388812,0.6996681094169617,1.0,1,0.066308892819311,0.6977882758477255,0.5414770963178782,0.9999559903022276,0.0,4749.94775390625,32.69504165649414,0.18644614162388812,19800.51953125,16108.7890625,32.37625503540039,0.2149257552483359,0.6666666666666666,0.5,1.0,1,2,1,0.18644614162388812,"[""chart_1""]","[""chart_1"", ""chart_2""]",0.36117920679085735,0.0,0.44305712552042487,1,"{""chart_1"": 0.18644614162388812, ""chart_2"": 0.6996681094169617}",1,regular_grid,0.5927439441919714,512,184,0.004925271739130435,3,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""modify_color"", ""score"": 0.18644614162388812, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.004925271739130435, ""counterfactual_noop_mse"": 19800.51953125, ""prediction_mse"": 16108.7890625}, {""operation_index"": 2, ""operation"": ""preserve_data_values"", ""score"": 0.6977882758477255, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6977882758477255, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920769,synthetic/sample_920769,synthetic,synthetic_relation_augmented_qc,tourism_hospitality,dashboard_aug_0409,2,violin;dual_axis_line_bar,multi_chart_relation,2,rename_label;preserve_unrelated_charts,relation_augmented,"Across the related subplots, rename the visible label risk to risk (updated) everywhere it appears, and leave unrelated labels unchanged.",1,1,4165x1768,ok,0,1.0,1.0,1,0.37775389928553443,0.3480732224109816,0.393735802217986,0.3646820952920878,0.3646820952920878,0.6666666666666666,0.3858110336850695,0.2929913747716538,0.5080359578132629,1.0,1,0.10803459485766731,0.6559018760227342,0.3473096025175377,0.7557680564986881,0.0,1729.23779296875,23.691579818725586,0.3480732224109816,7621.55126953125,4968.693359375,20.58298110961914,0.3537362857513228,0.6666666666666666,0.5,1.0,1,2,1,0.33571877667356875,"[""chart_1""]","[""chart_1"", ""chart_2""]",0.33298868770261514,0.0,0.33571877667356875,1,"{""chart_1"": 0.2929913747716538, ""chart_2"": 0.3784461785754836}",1,regular_grid,0.5172982191761714,512,184,0.09925908627717392,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.3480732224109816, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.09925908627717392, ""counterfactual_noop_mse"": 7621.55126953125, ""prediction_mse"": 4968.693359375}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6559018760227342, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920064,synthetic/sample_920064,synthetic,synthetic_relation_augmented_qc,renewable_grid,dashboard_aug_0291,3,stacked_area;strip_plot;multi_line,multi_chart_relation,2,add_reference_line;preserve_unrelated_charts,relation_augmented,"Add a purple dashed Reference mean line to every related subplot that has a standard numeric y-axis, and do not add it to maps, pies, sankey, radar, treemap, or distribution-only views.",1,0,missing,failed,1,0.0,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,1,,,,,,,,,,[],,,,,,
synthetic_sample_920478,synthetic/sample_920478,synthetic,synthetic_relation_augmented_qc,urban_mobility,dashboard_aug_0360,2,grouped_bar;step_line,multi_chart_relation,2,rename_label;preserve_unrelated_charts,relation_augmented,"Across the related subplots, rename the visible label West to West (updated) everywhere it appears, and leave unrelated labels unchanged.",1,1,3567x1468,ok,0,1.0,1.0,1,0.4141947870997141,0.32074108152135483,0.46451601318036906,0.5035286751749326,0.5035286751749326,1.0,0.6044223848013381,0.36532641924893694,1.0,1.0,2,0.11267408962332895,0.7003380667129183,0.354312894578172,0.6085890867830916,0.0,5856.83349609375,36.06586456298828,0.32074108152135483,19142.630859375,13002.802734375,27.96023178100586,0.24085478116230938,1.0,1.0,1.0,2,2,2,0.36532641924893694,"[""chart_1"", ""chart_2""]","[""chart_1"", ""chart_2""]",0.35218811073532436,0.0,0.36532641924893694,1,"{""chart_1"": 0.2682340546782203, ""chart_2"": 0.46241878381965357}",1,regular_grid,0.5854882962964378,512,184,0.16400942595108695,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.32074108152135483, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.16400942595108695, ""counterfactual_noop_mse"": 19142.630859375, ""prediction_mse"": 13002.802734375}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.7003380667129183, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920706,synthetic/sample_920706,synthetic,synthetic_relation_augmented_qc,education_assessment,dashboard_aug_0398,3,violin;candlestick;bubble,multi_chart_relation,2,rename_label;preserve_unrelated_charts,relation_augmented,"Across the related subplots, rename the visible label baseline to baseline (updated) everywhere it appears, and leave unrelated labels unchanged.",1,1,3567x2368,ok,0,1.0,1.0,1,0.4600369262546834,0.35792262246138973,0.5150215513741493,0.4303514005198441,0.4303514005198441,0.8,0.4960363653808858,0.3360628888401074,0.7321608066558838,1.0,2,0.15521181173073015,0.905955814267686,0.539953567564125,0.6248623963979301,0.0,1361.773681640625,15.517731666564941,0.35792262246138973,9247.7529296875,5937.77294921875,8.990242004394531,0.07414632333816372,0.8,0.6666666666666666,1.0,2,3,2,0.3348330980165151,"[""chart_1"", ""chart_3""]","[""chart_1"", ""chart_2"", ""chart_3""]",0.33182395322828157,0.0,0.3348330980165151,3,"{""chart_1"": 0.2727487932455388, ""chart_2"": 0.3323735163693307, ""chart_3"": 0.39937698443467595}",1,regular_grid,0.7227437905589653,512,369,0.14529344512195122,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.35792262246138973, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.14529344512195122, ""counterfactual_noop_mse"": 9247.7529296875, ""prediction_mse"": 5937.77294921875}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.905955814267686, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920215,synthetic/sample_920215,synthetic,synthetic_relation_augmented_qc,transport_safety,dashboard_aug_0316,3,scatter;error_bar;area,multi_chart_relation,2,add_reference_line;preserve_unrelated_charts,relation_augmented,"Add a purple dashed Reference mean line to every related subplot that has a standard numeric y-axis, and do not add it to maps, pies, sankey, radar, treemap, or distribution-only views.",1,1,3567x2268,ok,0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.7526261657476425,1.0,1,0.0,0.729156646152394,0.564472709110003,0.990939181484587,0.0,2176.923095703125,22.270109176635742,0.0,5510.65869140625,6579.2509765625,22.141084671020508,0.23865288493171039,0.5,0.3333333333333333,1.0,1,3,1,0.0,"[""chart_3""]","[""chart_1"", ""chart_2"", ""chart_3""]",0.0,0.0,0.37631308287382126,2,"{""chart_1"": 0.7053624987602234, ""chart_2"": 0.7998898327350616, ""chart_3"": 0.0}",1,regular_grid,0.6081767000501036,512,369,0.00246654810298103,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""add_reference_line"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.00246654810298103, ""counterfactual_noop_mse"": 5510.65869140625, ""prediction_mse"": 6579.2509765625}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.729156646152394, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920268,synthetic/sample_920268,synthetic,synthetic_relation_augmented_qc,hospital_operations,dashboard_aug_0325,3,horizontal_bar;lollipop;gantt,multi_chart_relation,3,modify_color;preserve_data_values;preserve_unrelated_charts,relation_augmented,"Highlight Central in red in the 2 related subplots that show Central, but do not change any plotted values or labels in the other subplots.",1,1,3567x2368,ok,0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.5654307901859283,1.0,2,0.0,0.7010541932033554,0.5692831206334059,0.9937423980595995,0.0,4412.42822265625,30.532075881958008,0.0,7578.29150390625,14851.341796875,29.40470314025879,0.23015894403811638,0.8,0.6666666666666666,1.0,2,3,2,0.0,"[""chart_1"", ""chart_2""]","[""chart_1"", ""chart_2"", ""chart_3""]",0.0,0.0,0.0,3,"{""chart_1"": 0.0, ""chart_2"": 0.0, ""chart_3"": 0.0}",1,regular_grid,0.7227437905589653,512,369,0.017948636517615177,3,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""modify_color"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.017948636517615177, ""counterfactual_noop_mse"": 7578.29150390625, ""prediction_mse"": 14851.341796875}, {""operation_index"": 2, ""operation"": ""preserve_data_values"", ""score"": 0.7010541932033554, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.7010541932033554, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920170,synthetic/sample_920170,synthetic,synthetic_relation_augmented_qc,manufacturing_quality,dashboard_aug_0309,3,proportional_bar;candlestick;lollipop,multi_chart_relation,2,delete_category_or_series;preserve_unrelated_charts,relation_augmented,"Remove the shared category or series South from every subplot where it is plotted, while preserving the remaining categories and chart layouts.",1,1,3567x2368,ok,0,1.0,1.0,1,0.4408558541390594,0.32219596021510954,0.5047496431750325,0.5306981332612059,0.5306981332612059,0.8,0.5499570438608917,0.43835163397570875,0.6899774670600891,1.0,2,0.1397190777531923,0.7600407570081041,0.5695602120114867,0.8574780981814768,0.0,3521.424072265625,25.885860443115234,0.32219596021510954,21909.62109375,14850.4296875,21.746980667114258,0.19717181587828242,0.8,0.6666666666666666,1.0,2,3,2,0.43835163397570875,"[""chart_1"", ""chart_3""]","[""chart_1"", ""chart_2"", ""chart_3""]",0.5018097673616772,0.3333333333333333,0.5222269116705022,3,"{""chart_1"": 0.3070289688210779, ""chart_2"": 0.6899774670600891, ""chart_3"": 0.5696742991303396}",1,regular_grid,0.7227437905589653,512,369,0.06835408197831978,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.32219596021510954, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.06835408197831978, ""counterfactual_noop_mse"": 21909.62109375, ""prediction_mse"": 14850.4296875}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.7600407570081041, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920076,synthetic/sample_920076,synthetic,synthetic_relation_augmented_qc,retail_ecommerce,dashboard_aug_0293,4,proportional_bar;treemap;bar;dual_axis_line_bar,multi_chart_relation,2,add_reference_line;preserve_unrelated_charts,relation_augmented,"Add a purple dashed Reference mean line to every related subplot that has a standard numeric y-axis, and do not add it to maps, pies, sankey, radar, treemap, or distribution-only views.",1,1,4165x2968,ok,0,1.0,1.0,1,0.24681777443431557,0.28360162008381506,0.2270110883153543,0.11682626516168333,0.11682626516168333,0.6666666666666666,0.15371876994958333,0.1449117097247725,0.16306108236312866,1.0,2,0.16327719676344596,0.3679642790841082,0.3502586808713739,0.9445923977457402,0.0,7480.74755859375,54.685916900634766,0.28360162008381506,19261.15625,13798.6611328125,52.707027435302734,0.5499593283041574,0.6666666666666666,0.5,1.0,2,4,2,0.1449117097247725,"[""chart_1"", ""chart_3""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4""]",0.061487507979833336,0.0,0.15217145878011498,5,"{""chart_1"": 0.289823419449545, ""chart_2"": 0.0, ""chart_3"": 0.0, ""chart_4"": 0.3261221647262573}",1,regular_grid,0.9595455103253132,512,369,0.04997671070460705,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""add_reference_line"", ""score"": 0.28360162008381506, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.04997671070460705, ""counterfactual_noop_mse"": 19261.15625, ""prediction_mse"": 13798.6611328125}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.3679642790841082, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920434,synthetic/sample_920434,synthetic,synthetic_relation_augmented_qc,library_services,dashboard_aug_0353,3,dot_plot;contour_density;box,multi_chart_relation,2,rename_label;preserve_unrelated_charts,relation_augmented,"Across the related subplots, rename the visible label priority to priority (updated) everywhere it appears, and leave unrelated labels unchanged.",1,1,2890x2291,ok,0,1.0,1.0,1,0.3384842991646405,0.3550019343902631,0.3295901878893053,0.42762645291742696,0.42762645291742696,0.8,0.4741322377058902,0.3493011358448599,0.6435747146606445,1.0,2,0.14494491032047482,0.37944507506838837,0.5387678700385048,0.7428048995602309,0.0,2131.078125,32.651798248291016,0.3550019343902631,7639.52978515625,4927.48193359375,30.672670364379883,0.6811096894265442,0.8,0.6666666666666666,1.0,2,3,2,0.35823797041415256,"[""chart_2"", ""chart_3""]","[""chart_1"", ""chart_2"", ""chart_3""]",0.3578677757347321,0.0,0.35823797041415256,3,"{""chart_1"": 0.3761116395527379, ""chart_2"": 0.36611433529038306, ""chart_3"": 0.33248793639933666}",1,regular_grid,0.6804888287412965,512,369,0.08991785230352303,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.3550019343902631, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.08991785230352303, ""counterfactual_noop_mse"": 7639.52978515625, ""prediction_mse"": 4927.48193359375}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.37944507506838837, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920544,synthetic/sample_920544,synthetic,synthetic_relation_augmented_qc,media_streaming,dashboard_aug_0371,3,bubble;line;ecdf,multi_chart_relation,2,delete_category_or_series;preserve_unrelated_charts,relation_augmented,"Remove the shared category or series priority from every subplot where it is plotted, while preserving the remaining categories and chart layouts.",1,1,3567x2368,ok,0,1.0,1.0,1,0.4174882225427179,0.43393013729630964,0.4086348838292454,0.48390885370443887,0.48390885370443887,0.8,0.49237158068249104,0.4289946167299512,0.5651114583015442,1.0,2,0.18817218736038424,0.49691170581922484,0.564850571515057,0.9011070130861778,0.0,1926.893798828125,27.34680938720703,0.43393013729630964,12233.6767578125,6925.11572265625,26.211692810058594,0.5431728344766078,0.8,0.6666666666666666,1.0,2,3,2,0.4289946167299512,"[""chart_1"", ""chart_3""]","[""chart_1"", ""chart_2"", ""chart_3""]",0.4712147632373606,0.0,0.47436689725381553,3,"{""chart_1"": 0.4361333202261013, ""chart_2"": 0.5651114583015442, ""chart_3"": 0.4218559132338011}",1,regular_grid,0.7227437905589653,512,369,0.03856495596205962,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.43393013729630964, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.03856495596205962, ""counterfactual_noop_mse"": 12233.6767578125, ""prediction_mse"": 6925.11572265625}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.49691170581922484, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920441,synthetic/sample_920441,synthetic,synthetic_relation_augmented_qc,museum_attendance,dashboard_aug_0354,3,ecdf;strip_plot;gantt,multi_chart_relation,2,rename_label;preserve_unrelated_charts,relation_augmented,"Across the related subplots, rename the visible label growth to growth (updated) everywhere it appears, and leave unrelated labels unchanged.",1,1,3567x2368,ok,0,1.0,1.0,1,0.3219824077624006,0.1526663411127081,0.4131525974968504,0.31347796693615193,0.31347796693615193,0.8,0.4282252901746223,0.29414523515701335,0.6234229803085327,1.0,2,0.06620319003994,0.8991495399870104,0.6681632722980656,0.8124381758574497,0.0,1313.865478515625,11.704936981201172,0.1526663411127081,9731.009765625,8245.412109375,7.870103359222412,0.09137050073804928,0.8,0.6666666666666666,1.0,2,3,2,0.2027577773656417,"[""chart_1"", ""chart_2""]","[""chart_1"", ""chart_2"", ""chart_3""]",0.14135698207844638,0.0,0.2027577773656417,3,"{""chart_1"": 0.4025094630739084, ""chart_2"": 0.18578100724011828, ""chart_3"": 0.019982861782898455}",1,regular_grid,0.7227437905589653,512,369,0.06768716124661246,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.1526663411127081, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.06768716124661246, ""counterfactual_noop_mse"": 9731.009765625, ""prediction_mse"": 8245.412109375}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.8991495399870104, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920397,synthetic/sample_920397,synthetic,synthetic_relation_augmented_qc,space_mission_ops,dashboard_aug_0347,3,horizontal_bar;box;stacked_bar,multi_chart_relation,2,rename_label;preserve_unrelated_charts,relation_augmented,"Across the related subplots, rename the visible label East to East (updated) everywhere it appears, and leave unrelated labels unchanged.",1,1,3567x2291,ok,0,1.0,1.0,1,0.1377394448925343,0.03039850975917395,0.19553840996434374,0.08046715649141832,0.08046715649141832,0.8,0.10957515953416475,0.015865286717642525,0.7567915916442871,1.0,2,0.011549454641089764,0.8310514656168602,0.5104063716103909,0.6030662248905743,0.0,6383.17041015625,35.619178771972656,0.03039850975917395,19311.056640625,18724.029296875,15.79537296295166,0.13558246231329124,0.8,0.6666666666666666,1.0,2,3,2,0.13865073688813298,"[""chart_1"", ""chart_3""]","[""chart_1"", ""chart_2"", ""chart_3""]",0.0368051519272987,0.0,0.13865073688813298,3,"{""chart_1"": 0.0, ""chart_2"": 0.3842216372291139, ""chart_3"": 0.03173057343528505}",1,regular_grid,0.6332248265122196,512,369,0.2328029725609756,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""rename_label"", ""score"": 0.03039850975917395, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.2328029725609756, ""counterfactual_noop_mse"": 19311.056640625, ""prediction_mse"": 18724.029296875}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.8310514656168602, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
